,val_loss,val_accuracy,loss,accuracy
0,0.6634929439493717,0.6183205842971802,0.8968204383192391,0.5747126340866089
1,0.631245034796591,0.6412213444709778,0.8994719392951878,0.5268199443817139
2,0.6106362092585964,0.6564885377883911,0.8163674430372158,0.5957854390144348
3,0.5935899501538459,0.6870229244232178,0.7639021259158051,0.5842911601066589
4,0.5851732938344242,0.6793892979621887,0.6924284262675435,0.6226053833961487
5,0.5726003833399474,0.732824444770813,0.7280423782794412,0.6379310488700867
6,0.5581716977002966,0.7404580116271973,0.6585424270666422,0.6455938816070557
7,0.5521462168402345,0.732824444770813,0.6615647995608976,0.6590038537979126
8,0.5420650776105983,0.7404580116271973,0.6503794842981288,0.6800765991210938
9,0.537329189649975,0.7404580116271973,0.6344259127803232,0.6762452125549316
10,0.5251858107006276,0.7404580116271973,0.6353383674018684,0.6762452125549316
11,0.5316547032530982,0.7480915784835815,0.5878239356238266,0.6877394914627075
12,0.5236338235949742,0.7557252049446106,0.5762400065345326,0.7049808502197266
13,0.5171043709034228,0.7557252049446106,0.5478431413456855,0.7279693484306335
14,0.5104580630782907,0.7709923386573792,0.506798343069252,0.7452107071876526
15,0.5125416803905982,0.7709923386573792,0.5449604666096041,0.7183908224105835
16,0.5043547335471815,0.7786259651184082,0.5379648299966279,0.7432950139045715
17,0.5047687542347508,0.7786259651184082,0.5410138048888167,0.7145593762397766
18,0.4981067890429315,0.7786259651184082,0.5687458391847282,0.7030651569366455
19,0.49659767633176033,0.7786259651184082,0.5106257288163649,0.7452107071876526
20,0.5017159653983954,0.7786259651184082,0.4578036017344829,0.7950191497802734
21,0.4941785130791992,0.7786259651184082,0.5105925045936044,0.7586206793785095
22,0.49472289003488673,0.7862595319747925,0.5154296394965657,0.7490421533584595
23,0.49957860926635395,0.7862595319747925,0.47577283951057786,0.7701149582862854
24,0.4995035356237688,0.7938931584358215,0.48773888312993835,0.7452107071876526
25,0.48974914177683476,0.7938931584358215,0.4770574090124547,0.7911877632141113
26,0.4974942976281843,0.8015267252922058,0.45982094742785923,0.7892720103263855
27,0.49519735392723374,0.8015267252922058,0.4748211968904254,0.7892720103263855
28,0.49406991796639127,0.8015267252922058,0.4554605299028857,0.7835249304771423
29,0.49491073703037874,0.8015267252922058,0.45699362142789407,0.7643678188323975
30,0.49532962482394155,0.8091602921485901,0.42197720472383315,0.8026819825172424
31,0.4858298483695693,0.8015267252922058,0.43700832014339636,0.7969348430633545
32,0.4888468129944255,0.8167939186096191,0.40501381770861106,0.8045976758003235
33,0.49181005608944495,0.8167939186096191,0.4265842082628345,0.8122605085372925
34,0.48306713213447394,0.8167939186096191,0.4381127238730361,0.7873563170433044
35,0.4821956644531425,0.8167939186096191,0.4256252147457152,0.7816091775894165
36,0.4904040034490687,0.8167939186096191,0.4094420235275765,0.8122605085372925
37,0.488347711453911,0.8167939186096191,0.42622106171202384,0.8065134286880493
38,0.4774090829696364,0.8167939186096191,0.4571290838307348,0.7854406237602234
39,0.4809785794665795,0.8244274854660034,0.3918082049523277,0.8199234008789062
40,0.480612940460671,0.8167939186096191,0.3695439778525254,0.8467432856559753
41,0.4774204569918509,0.8244274854660034,0.3812171762016998,0.8199234008789062
42,0.48166108404407065,0.8091602921485901,0.39357152261496503,0.8333333134651184
43,0.4823647582803974,0.8167939186096191,0.41556295055995957,0.7969348430633545
44,0.4811509301644245,0.8167939186096191,0.40750546108260466,0.7988505959510803
45,0.48128303953709495,0.8167939186096191,0.42223329482407407,0.8026819825172424
46,0.4790769933744241,0.8167939186096191,0.4012175702500617,0.7931034564971924
47,0.48417844026143314,0.8167939186096191,0.37254556374074854,0.8084291219711304
48,0.48855200887636374,0.8091602921485901,0.3912514858090558,0.8122605085372925
49,0.4855402143856951,0.8167939186096191,0.35131182729969535,0.8505747318267822
50,0.4806681907813968,0.8244274854660034,0.3736494137866287,0.8141762614250183
51,0.468903930587623,0.8244274854660034,0.3734201339012818,0.8199234008789062
52,0.47672718626852256,0.8244274854660034,0.34810031145468523,0.8563218116760254
53,0.479942016019166,0.8244274854660034,0.3763832858124912,0.8333333134651184
54,0.48022593705708744,0.8244274854660034,0.3615511058619196,0.8371647596359253
55,0.48002968853666583,0.8244274854660034,0.3443167481385885,0.8467432856559753
56,0.4876502461105813,0.8167939186096191,0.3701905571637939,0.8524904251098633
57,0.4806480389514952,0.8244274854660034,0.3607913872291302,0.8409961462020874
58,0.4753715691675667,0.8244274854660034,0.36399597043735316,0.8429118990898132
59,0.4789190064859754,0.8244274854660034,0.3354954096092575,0.8563218116760254
60,0.4808982274004521,0.8244274854660034,0.34299139729861555,0.8563218116760254
61,0.4788810487921911,0.8244274854660034,0.3433855227355299,0.8448275923728943
62,0.4761035051054627,0.8167939186096191,0.3628804409640959,0.8448275923728943
63,0.47273247888070025,0.8167939186096191,0.350884675751244,0.8409961462020874
64,0.46855787239001906,0.8244274854660034,0.3155233928526955,0.8850574493408203
65,0.4714046693940199,0.8167939186096191,0.327912047334101,0.8620689511299133
66,0.478042246731183,0.8244274854660034,0.33028902044926567,0.8678160905838013
67,0.47804848565400104,0.8244274854660034,0.32831092635562137,0.8697317838668823
68,0.4701569667299285,0.8244274854660034,0.33709048140094655,0.8486589789390564
69,0.46898574501503515,0.8320610523223877,0.3530549346487184,0.8467432856559753
70,0.475599488229242,0.8167939186096191,0.35343215920002524,0.8390804529190063
71,0.46729367243424624,0.8244274854660034,0.3147687492927829,0.8754789233207703
72,0.4727975976376133,0.8167939186096191,0.3157385345619757,0.8659003973007202
73,0.47228246881761626,0.8167939186096191,0.3227673250596642,0.8563218116760254
74,0.4762392235166244,0.8167939186096191,0.3339916835342787,0.8448275923728943
