,val_loss,val_accuracy,loss,accuracy
0,0.6559786621262046,0.6151960492134094,0.6962539682201311,0.5759803652763367
1,0.6254071815341127,0.6642156839370728,0.561324332859002,0.7064951062202454
2,0.6314920011688682,0.6372548937797546,0.4789075442388946,0.780637264251709
3,0.6289371333870233,0.6299019455909729,0.4238690909217386,0.813725471496582
4,0.6022350519311195,0.6470588445663452,0.38770228273728313,0.8474264740943909
5,0.6073793803944307,0.6397058963775635,0.3622419913025463,0.8627451062202454
6,0.6129117070459852,0.6299019455909729,0.32814474520730036,0.8848039507865906
7,0.5930142648079816,0.6421568393707275,0.30189452422600166,0.8976715803146362
8,0.5586555956625471,0.688725471496582,0.2781828133498921,0.904411792755127
9,0.5866644417538363,0.654411792755127,0.26116811264963713,0.9221813678741455
10,0.5420718456015867,0.6936274766921997,0.261584639841435,0.9203431606292725
11,0.5600618106477401,0.6740196347236633,0.2475696255763372,0.9258578419685364
12,0.5370074510574341,0.7009803652763367,0.23443640753919004,0.9283088445663452
13,0.5527147714998207,0.6740196347236633,0.23010435612762675,0.9344362616539001
14,0.533239544022317,0.7034313678741455,0.21719474842151007,0.938725471496582
15,0.5138257765302471,0.720588207244873,0.2074331860331928,0.938112735748291
16,0.5071431976907393,0.7279411554336548,0.19785386543063557,0.9442402124404907
17,0.5224026844781988,0.7156862616539001,0.18994678673790952,0.9497548937797546
18,0.4957438105461644,0.7426470518112183,0.18260600914557776,0.9473039507865906
19,0.5111811014951444,0.7230392098426819,0.18410294400710686,0.9497548937797546
20,0.5224536768361634,0.7083333134651184,0.17766385525465012,0.9528186321258545
21,0.4728372687218236,0.7769607901573181,0.1720545753544452,0.9509803652763367
22,0.47607100769585253,0.7671568393707275,0.16328161092949847,0.9583333134651184
23,0.48518917139838724,0.7475489974021912,0.16286594917376837,0.9558823704719543
24,0.46952302140348096,0.7745097875595093,0.15399860882875965,0.9564951062202454
25,0.4687252529695922,0.7696078419685364,0.15658696872346542,0.9564951062202454
26,0.4537331981986177,0.779411792755127,0.14778982248960756,0.9638480544090271
27,0.4354964588202682,0.8186274766921997,0.14543809069722308,0.9638480544090271
28,0.45818334759450424,0.7745097875595093,0.13720379864760474,0.967524528503418
29,0.4522743815300511,0.779411792755127,0.13541198463416568,0.9632353186607361
30,0.4353379928598217,0.8039215803146362,0.1258012272563635,0.9730392098426819
31,0.44251706728748247,0.7965686321258545,0.14065059646964073,0.9607843160629272
32,0.43757177509513556,0.7965686321258545,0.13876499520505176,0.9626225233078003
33,0.4389461904179816,0.7965686321258545,0.12344140690915725,0.968137264251709
34,0.4388117153270572,0.7965686321258545,0.12469715435130924,0.9632353186607361
35,0.43325161933898926,0.8063725233078003,0.12322029537137817,0.967524528503418
36,0.4196814064886056,0.8210784196853638,0.12213104605382565,0.9724264740943909
37,0.4232435302407134,0.8161764740943909,0.11187573171713773,0.9724264740943909
38,0.4083817279806324,0.8333333134651184,0.10800217486479703,0.9748774766921997
39,0.4019496242205302,0.8406862616539001,0.11644890232413423,0.969975471496582
40,0.4093197420531628,0.8308823704719543,0.12049074208035189,0.9650735259056091
41,0.4119426052944333,0.8235294222831726,0.1108423830101303,0.968137264251709
42,0.4063614215336594,0.8382353186607361,0.10611587412217084,0.9742646813392639
43,0.4014749030272166,0.8406862616539001,0.10865837277150621,0.9742646813392639
44,0.40831587653534085,0.8308823704719543,0.10404899745595221,0.9767156839370728
45,0.4077824482730791,0.8284313678741455,0.09588178225299891,0.9797794222831726
46,0.40747849789320256,0.8284313678741455,0.10123270435952673,0.9754902124404907
